Strain,Category2,Organism-Roary,BapsOne,BapsTwo,Bazinet-Species,PhospholipaseC,nhe,HemolysinIII,HemolysinII,HemolysinA,HBL,EntFM,Cereulide,bceT,Cytk1,Combined
GCF_001277085,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001277915,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001277955,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001296435,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001317525,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001420855,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001455345,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001484805,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_001518875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001541985,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_001541995,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001543225,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001548175,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001566355,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566365,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566375,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566385,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566435,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566445,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566455,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566465,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566515,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566525,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566535,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001566705,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001573165,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001579695,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583685,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583695,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001583705,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583745,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583755,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583765,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583805,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583845,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583855,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583865,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583925,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583935,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583955,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001583975,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001584005,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001584025,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001584035,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001584065,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001584095,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001584105,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001590835,,,n/a,n/a,Bacillus gaemokensis,,,,,,,,,,,
GCF_001595725,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001598095,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001604665,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001618665,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001619285,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619335,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619355,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619385,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619395,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619405,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619425,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619445,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619465,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001619505,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_001619525,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001635915,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001635955,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001635995,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001640965,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001645395,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645405,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645445,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645455,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645465,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645505,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645525,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645535,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001645555,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001654475,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001677055,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001677295,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001677305,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001677965,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001678165,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001683065,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683095,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683135,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683155,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683175,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683195,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683215,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683235,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683255,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683275,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683295,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001683695,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001683705,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001685565,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001692675,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_900011745,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900012555,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900013465,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900013475,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900013485,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900014335,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900014345,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900014355,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900014365,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_900014375,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
